id,company,developer,game,porting,publisher,supporting
31057,"{'id': 8208, 'name': 'Nocturnal works'}",True,16666,False,True,False
39487,"{'id': 10139, 'name': 'Gainax'}",True,23953,False,False,False
78789,"{'id': 19920, 'name': 'Stranga Games'}",True,30359,False,False,False
43855,"{'id': 7853, 'name': 'Jumpsuit Entertainment'}",True,26808,False,False,False
34110,"{'id': 212, 'name': 'Sunstorm Interactive'}",True,18499,False,False,False
59281,"{'id': 14152, 'name': 'Fortress Forever Development Team'}",True,30237,False,True,False
45468,"{'id': 408, 'name': 'TimeGate Studios'}",True,19650,False,False,False
41083,"{'id': 419, 'name': 'Project Aces'}",True,14757,False,False,False
45273,"{'id': 294, 'name': 'Telltale Games'}",True,27835,False,True,False
25931,"{'id': 1196, 'name': 'Silmarils'}",True,2523,False,True,False
22419,"{'id': 5026, 'name': 'Numantian Games'}",True,9191,False,True,False
12209,"{'id': 277, 'name': 'EA Canada'}",True,5063,False,False,False
25809,"{'id': 2467, 'name': 'Key Game'}",True,4330,False,False,False
9384,"{'id': 327, 'name': 'Midway Games'}",True,3628,False,True,False
16843,"{'id': 196, 'name': 'Relic Entertainment'}",True,7126,False,False,False
12613,"{'id': 391, 'name': 'Red Fly Studio'}",True,5219,False,False,False
22745,"{'id': 376, 'name': 'Linux Game Publishing'}",True,9318,False,True,False
8498,"{'id': 1694, 'name': 'Jim Henson Interactive'}",True,3258,False,False,False
7694,"{'id': 730, 'name': 'Straandlooper Animation'}",True,1007,False,True,False
297197,"{'id': 43068, 'name': 'Campfire Studio'}",True,272600,False,False,False
101998,"{'id': 70, 'name': 'Nintendo'}",True,135104,False,True,False
202315,"{'id': 45573, 'name': 'Panik Arcade'}",True,216805,False,False,False
170185,"{'id': 6532, 'name': 'Scriptwelder'}",True,123697,False,False,False
275278,"{'id': 21021, 'name': 'HolyDay Studios'}",True,122429,False,True,False
179676,"{'id': 2393, 'name': 'The Software Toolworks'}",True,210223,False,True,False
185796,"{'id': 31389, 'name': 'Strelka Games'}",True,142773,False,False,False
185961,"{'id': 831, 'name': 'Access Games'}",True,122234,False,False,False
78521,"{'id': 19918, 'name': 'Studio FOW Interactive'}",True,116848,False,True,False
76709,"{'id': 2428, 'name': '5pb.'}",True,116560,False,False,False
68257,"{'id': 457, 'name': 'Eugen Systems'}",True,106112,False,True,False
332591,"{'id': 37, 'name': 'Capcom'}",True,43820,False,True,False
56029,"{'id': 13678, 'name': 'Netmarble Games'}",True,74866,False,True,False
43890,"{'id': 1394, 'name': 'Omega Force'}",True,26500,False,False,False
47913,"{'id': 12430, 'name': 'Clockwork Games Limited'}",True,33969,False,False,False
59590,"{'id': 14281, 'name': 'Codebrew Games'}",True,79996,False,True,False
67774,"{'id': 15686, 'name': 'NOVECT'}",True,56006,False,False,False
49758,"{'id': 2352, 'name': 'Malibu Interactive'}",True,36729,False,False,False
65861,"{'id': 5887, 'name': 'Matthew Brown'}",True,86479,False,True,False
58052,"{'id': 3046, 'name': 'Gust'}",True,36814,False,False,False
67084,"{'id': 7409, 'name': 'Reality Pump Studios'}",True,11032,False,False,False
38285,"{'id': 10548, 'name': 'Aleson'}",True,22373,False,False,False
